,Person Description,Place Code,Customer Order,Additional Features in market,Promotion Name,Store Kind,Store Sales,Store Cost,Product Weights Data in (KG),Is Recyclable?,Min. Yearly Income,Store Area,Grocery Area,Frozen Area,Meat Area,Cost
mc_ID_8541,"Married Female with one child, education: partial high school working as manual",S01em_OR,"Meat from Frozen Foods department, Ordered Brand : Golden","['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store']",Bag Stuffer,Deluxe,8.43 Millions,4.0464 Millions,"{'Gross Weight': 21.2225, 'Net Weight': 16.8617, 'Package Weight': 4.3608}",non recyclable,10K+,2572.86,1734.5,505.07,335.38,432.1026
mc_ID_8542,"Married Male with No children, education: partial high school working as manual",M10da_YU,"Side Dishes from Deli department, Ordered Brand : Moms","['Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist', 'Video Store']",One Day Sale,,6.69 Millions,3.0774 Millions,"{'Gross Weight': 24.5657, 'Net Weight': 20.0596, 'Package Weight': 4.5061}",recyclable,10K+,2856.58,1871.16,593.93,394.64,360.3993
mc_ID_8543,"Single Female with one child, education: high school degree working as manual",B06ls_CA,"Pizza from Frozen Foods department, Ordered Brand : Big Time","['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",Price Cutters,Gourmet,4.52 Millions,2.034 Millions,"{'Gross Weight': 13.3149, 'Net Weight': 10.3932, 'Package Weight': 2.9217}",recyclable,30K+,2196.41,1422.35,465.54,310.3,675.716
mc_ID_8544,"Single Male with three children, education: high school degree working as manual",T02ma_WA,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Tip Top Savings,Deluxe,13.76 Millions,6.88 Millions,"{'Gross Weight': 23.5482, 'Net Weight': 20.641, 'Package Weight': 2.9072}",non recyclable,10K+,3143.25,2057.52,654.13,436.09,745.6934
mc_ID_8545,"Married Male with five children, education: partial high school working as professional",M10da_YU,"Pizza from Frozen Foods department, Ordered Brand : Imagine","['Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Pick Your Savings,Deluxe,8.1 Millions,2.592 Millions,"{'Gross Weight': 23.5482, 'Net Weight': 22.0946, 'Package Weight': 1.4536}",recyclable,90K+,2863.97,1871.16,593.93,394.52,295.4427
mc_ID_8546,"Married Female with one child, education: bachelors degree working as management",H11go_ZA,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Portsmouth",,I Cant Believe It Sale,Mid-Size,10.4 Millions,3.328 Millions,"{'Gross Weight': 28.0543, 'Net Weight': 25.0018, 'Package Weight': 3.0525}",non recyclable,70K+,3562.27,2820.07,447.7,298.5,693.498
mc_ID_8547,"Married Female with No children, education: graduate degree working as professional",B06ls_CA,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Bar For Salad', 'Video Store', 'Florist', 'Coffee Bar', 'Ready Food']",Roller Savings (High) ,Gourmet,15.12 Millions,5.1408 Millions,"{'Gross Weight': 28.9265, 'Net Weight': 25.874, 'Package Weight': 3.0525}",non recyclable,130K+,2200.69,1424.85,465.54,309.56,532.6232
mc_ID_8548,"Single Female with two children, education: partial high school working as manual",M12ty_DF,"Frozen Entrees from Frozen Foods department, Ordered Brand : Big Time",,,Mid-Size,7.82 Millions,2.4242 Millions,"{'Gross Weight': 15.8442, 'Net Weight': 12.9224, 'Package Weight': 2.9217}",recyclable,30K+,3391.8,2085.67,,523.05,546.0643
mc_ID_8549,"Married Female with three children, education: bachelors degree working as management",S04ne_WA,"Packaged Vegetables from Produce department, Ordered Brand : Tri-State",,Two for One,Supermarket,3.32 Millions,1.5272 Millions,"{'Gross Weight': 19.7689, 'Net Weight': 16.8617, 'Package Weight': 2.9072}",non recyclable,50K+,2809.64,2050.84,457.36,304.91,300.8296
mc_ID_8550,"Single Female with three children, education: bachelors degree working as professional",L05es_CA,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",['Florist'],Savings Galore,Supermarket,3.46 Millions,1.1764 Millions,"{'Gross Weight': 11.9776, 'Net Weight': 9.0559, 'Package Weight': 2.9217}",non recyclable,90K+,2191.64,,523.32,348.85,322.4295
mc_ID_8551,"Single Male with No children, education: bachelors degree working as professional",S04ne_WA,"Fruit from Produce department, Ordered Brand : High Top",,Wallet Savers,Supermarket,9.88 Millions,3.5568 Millions,"{'Gross Weight': 17.5885, 'Net Weight': 14.6813, 'Package Weight': 2.9072}",recyclable,70K+,2811.99,2049.72,457.36,304.91,418.1385
mc_ID_8552,"Single Female with one child, education: partial college working as skilled manual",T02ma_WA,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best","['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Price Winners,Deluxe,4.83 Millions,1.7388 Millions,"{'Gross Weight': 24.7111, 'Net Weight': 20.3503, 'Package Weight': 4.3608}",recyclable,50K+,3150.31,2055.29,654.13,436.09,494.9149
mc_ID_8553,"Single Female with five children, education: bachelors degree working as professional",L05es_CA,"Dairy from Dairy department, Ordered Brand : Gorilla",['Florist'],Sale Winners,Supermarket,2.04 Millions,0.8976 Millions,"{'Gross Weight': 14.1144, 'Net Weight': 11.2072, 'Package Weight': 2.9072}",recyclable,70K+,2192.32,,523.32,348.85,770.6405
mc_ID_8554,"Single Male with one child, education: partial high school working as manual",B06ls_CA,"Snack Foods from Snack Foods department, Ordered Brand : Horatio","['Video Store', 'Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",,Gourmet,6.93 Millions,2.7027 Millions,"{'Gross Weight': 10.2333, 'Net Weight': 7.3116, 'Package Weight': 2.9217}",non recyclable,50K+,,1424.85,465.54,,427.7617
mc_ID_8555,"Married Male with three children, education: partial high school working as manual",T02ma_WA,"Breakfast Foods from Frozen Foods department, Ordered Brand : Golden","['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",,Deluxe,1.54 Millions,0.7392 Millions,"{'Gross Weight': 14.8266, 'Net Weight': 11.9049, 'Package Weight': 2.9217}",non recyclable,10K+,3141.47,2055.29,,436.1,640.5181
mc_ID_8556,"Single Female with two children, education: high school degree working as professional",S18co_CA,"Dairy from Dairy department, Ordered Brand : Club",['Coffee Bar'],Green Light Special,Small Grocery,0.71 Millions,0.213 Millions,"{'Gross Weight': 29.944, 'Net Weight': 27.0368, 'Package Weight': 2.9072}",recyclable,130K+,2084.8,1423.37,398.93,265.98,665.2037
mc_ID_8557,"Married Male with three children, education: high school degree working as manual",H11go_ZA,"Side Dishes from Deli department, Ordered Brand : Lake","['Ready Food', 'Florist', 'Bar For Salad', 'Video Store', 'Coffee Bar']",Two for One,Deluxe,2.79 Millions,1.3392 Millions,"{'Gross Weight': 20.9317, 'Net Weight': 17.8792, 'Package Weight': 3.0525}",recyclable,30K+,2845.44,2039.89,481.98,,358.9349
mc_ID_8558,"Single Male with No children, education: partial high school working as professional",S03le_WA,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",['Coffee Bar'],Super Duper Savers,,7.32 Millions,2.2692 Millions,"{'Gross Weight': 27.0368, 'Net Weight': 24.1296, 'Package Weight': 2.9072}",non recyclable,90K+,1966.74,,440.92,,418.4
mc_ID_8559,"Married Female with three children, education: partial college working as professional",S04ne_WA,"Meat from Deli department, Ordered Brand : Red Spade",,GLD,Supermarket,10.32 Millions,4.4376 Millions,"{'Gross Weight': 17.2978, 'Net Weight': 12.9224, 'Package Weight': 4.3753}",recyclable,30K+,2809.44,2051,457.36,304.91,697.7866
mc_ID_8560,"Single Male with No children, education: partial high school working as professional",M10da_YU,"Electrical from Household department, Ordered Brand : Sunset","['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food', 'Video Store']",GLD,Deluxe,6.98 Millions,3.141 Millions,"{'Gross Weight': 15.8442, 'Net Weight': 12.9224, 'Package Weight': 2.9217}",recyclable,70K+,,1871.16,593.93,395.54,484.1411
mc_ID_8561,"Single Female with No children, education: partial high school working as manual",P07nd_OR,"Bread from Baked Goods department, Ordered Brand : Great",,Super Wallet Savers,Supermarket,11.22 Millions,4.3758 Millions,"{'Gross Weight': 12.3555, 'Net Weight': 10.9019, 'Package Weight': 1.4536}",non recyclable,30K+,1887.7,1507.77,,151.14,733.1937
mc_ID_8562,"Married Female with two children, education: partial high school working as manual",B14on_WA,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best","['Bar For Salad', 'Ready Food']",Save It (Sale),Supermarket,7.38 Millions,3.0996 Millions,"{'Gross Weight': 9.8263, 'Net Weight': 5.4655, 'Package Weight': 4.3608}",recyclable,10K+,3687.88,2265.9,853.22,568.75,339.1132
mc_ID_8563,"Married Female with one child, education: graduate degree working as professional",L05es_CA,"Baking Goods from Baking Goods department, Ordered Brand : Super",['Florist'],You Save Days,Supermarket,8.19 Millions,4.095 Millions,"{'Gross Weight': 25.4379, 'Net Weight': 21.0771, 'Package Weight': 4.3608}",recyclable,110K+,2192.32,1320.15,523.32,348.85,689.3663
mc_ID_8564,"Single Male with four children, education: high school degree working as manual",S04ne_WA,"Plastic Products from Household department, Ordered Brand : Red Wing",,Budget Bargains,Supermarket,15.0 Millions,6.0 Millions,"{'Gross Weight': 15.9895, 'Net Weight': 13.0823, 'Package Weight': 2.9072}",non recyclable,30K+,2810.53,2049.72,457.36,306.74,708.665
mc_ID_8565,"Married Male with No children, education: high school degree working as manual",T02ma_WA,"Vegetables from Produce department, Ordered Brand : High Top","['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Full Free,Deluxe,6.64 Millions,3.1872 Millions,"{'Gross Weight': 15.2627, 'Net Weight': 12.3555, 'Package Weight': 2.9072}",non recyclable,10K+,3145.51,2055.29,654.13,434.63,288.5914
mc_ID_8566,"Married Male with four children, education: partial college working as skilled manual",O09ba_VE,"Frozen Desserts from Frozen Foods department, Ordered Brand : Big Time","['Bar For Salad', 'Ready Food']",Best Savings,,5.88 Millions,1.8228 Millions,"{'Gross Weight': 25.0018, 'Net Weight': 22.0946, 'Package Weight': 2.9072}",non recyclable,30K+,3232.92,2448.37,470.27,313.55,576.1891
mc_ID_8567,"Married Male with No children, education: high school degree working as manual",P07nd_OR,"Canned Sardines from Canned Foods department, Ordered Brand : Just Right",,Full Free,Supermarket,2.37 Millions,0.7584 Millions,"{'Gross Weight': 10.0153, 'Net Weight': 7.0935, 'Package Weight': 2.9217}",recyclable,50K+,1886.74,1509.75,227.8,151.9,660.2352
mc_ID_8568,"Married Male with five children, education: high school degree working as manual",L05es_CA,"Frozen Desserts from Frozen Foods department, Ordered Brand : Carrington",['Florist'],Roller Savings (High) ,Supermarket,5.01 Millions,1.7535 Millions,"{'Gross Weight': 29.3626, 'Net Weight': 26.4554, 'Package Weight': 2.9072}",non recyclable,30K+,2192.32,1318.06,523.32,350.03,532.6232
mc_ID_8569,"Single Male with five children, education: partial college working as skilled manual",S01em_OR,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel","['Florist', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Video Store']",Sale : Double Down,Deluxe,5.91 Millions,2.8368 Millions,"{'Gross Weight': 29.0719, 'Net Weight': 26.1647, 'Package Weight': 2.9072}",recyclable,50K+,2573.01,1736.07,503.07,335.38,265.6317
mc_ID_8570,"Single Female with No children, education: partial high school working as skilled manual",S01em_OR,"Canned Tuna from Canned Foods department, Ordered Brand : Bravo","['Bar For Salad', 'Ready Food', 'Florist', 'Video Store', 'Coffee Bar']",Big Time Discounts,Deluxe,5.01 Millions,2.2545 Millions,"{'Gross Weight': 15.5534, 'Net Weight': 14.0853, 'Package Weight': 1.4681}",recyclable,10K+,,1733.28,503.07,334.35,583.1973
mc_ID_8571,"Single Female with five children, education: high school degree working as manual",T02ma_WA,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice","['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Two for One,Deluxe,2.46 Millions,1.1808 Millions,"{'Gross Weight': 12.6608, 'Net Weight': 9.7536, 'Package Weight': 2.9072}",non recyclable,50K+,3145.51,2055.29,654.13,435.21,312.9109
mc_ID_8572,"Married Male with two children, education: bachelors degree working as professional",T02ma_WA,"Meat from Deli department, Ordered Brand : Moms","['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar']",,Deluxe,1.62 Millions,0.729 Millions,"{'Gross Weight': 21.3678, 'Net Weight': 18.3153, 'Package Weight': 3.0525}",recyclable,10K+,3148.52,2055.29,654.13,,312.9109
mc_ID_8573,"Single Male with three children, education: bachelors degree working as professional",L05es_CA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Best",['Florist'],,Supermarket,10.5 Millions,3.675 Millions,"{'Gross Weight': 22.3853, 'Net Weight': 17.8792, 'Package Weight': 4.5061}",non recyclable,50K+,2188.28,1320.15,523.32,350.37,279.1251
mc_ID_8574,"Married Male with No children, education: partial high school working as skilled manual",O09ba_VE,"Pizza from Frozen Foods department, Ordered Brand : Imagine","['Ready Food', 'Bar For Salad']",Super Savers,Supermarket,1.71 Millions,0.6669 Millions,"{'Gross Weight': 24.5657, 'Net Weight': 21.5132, 'Package Weight': 3.0525}",recyclable,10K+,3232.19,2448.37,,313.55,754.7413
mc_ID_8575,"Married Male with three children, education: partial high school working as skilled manual",A17co_GU,"Vegetables from Canned Foods department, Ordered Brand : Better",,Price Winners,Supermarket,2.8 Millions,1.344 Millions,"{'Gross Weight': 30.9615, 'Net Weight': 27.909, 'Package Weight': 3.0525}",recyclable,10K+,2191.04,1623.48,343.05,226.26,543.397
mc_ID_8576,"Married Female with three children, education: partial college working as professional",L05es_CA,"Vegetables from Produce department, Ordered Brand : Hermanos",['Florist'],Sale : Double Down,Supermarket,5.44 Millions,2.5024 Millions,"{'Gross Weight': 25.0018, 'Net Weight': 23.5482, 'Package Weight': 1.4536}",non recyclable,30K+,2192.32,1320.15,523.32,348.85,292.6708
mc_ID_8577,"Married Male with three children, education: bachelors degree working as management",V13er_BC,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Pearl","['Ready Food', 'Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store']",,Deluxe,1.08 Millions,0.3456 Millions,"{'Gross Weight': 13.0969, 'Net Weight': 10.1897, 'Package Weight': 2.9072}",non recyclable,50K+,2147.45,1525.28,373.1,248.79,318.3501
mc_ID_8578,"Single Male with five children, education: bachelors degree working as professional",A17co_GU,"Fruit from Produce department, Ordered Brand : Tell Tale",,Price Slashers,Supermarket,8.6 Millions,3.956 Millions,"{'Gross Weight': 16.4256, 'Net Weight': 13.5184, 'Package Weight': 2.9072}",non recyclable,50K+,2188.26,1624.91,341.05,228.65,277.0331
mc_ID_8579,"Married Male with five children, education: bachelors degree working as management",P07nd_OR,"Fruit from Produce department, Ordered Brand : Ebony",,GLD,Supermarket,6.48 Millions,2.4624 Millions,"{'Gross Weight': 21.8039, 'Net Weight': 18.8967, 'Package Weight': 2.9072}",non recyclable,50K+,1887.7,1508,227.8,,727.9637
mc_ID_8580,"Single Female with four children, education: partial high school working as manual",S04ne_WA,"Breakfast Foods from Frozen Foods department, Ordered Brand : Big Time",,,Supermarket,2.61 Millions,1.305 Millions,"{'Gross Weight': 14.8266, 'Net Weight': 11.9049, 'Package Weight': 2.9217}",non recyclable,10K+,2814.73,2049.72,457.36,304.91,697.7866
mc_ID_8581,"Single Female with five children, education: high school degree working as skilled manual",V13er_BC,"Hot Beverages from Beverages department, Ordered Brand : CDR","['Video Store', 'Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Sale : Double Down,Deluxe,10.92 Millions,4.5864 Millions,"{'Gross Weight': 24.275, 'Net Weight': 21.3678, 'Package Weight': 2.9072}",recyclable,30K+,2151.01,1523.13,373.1,248.79,746.3733
mc_ID_8582,"Single Male with four children, education: high school degree working as manual",S04ne_WA,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Johnson",,,Supermarket,2.28 Millions,0.9804 Millions,"{'Gross Weight': 16.1349, 'Net Weight': 14.6813, 'Package Weight': 1.4536}",non recyclable,30K+,2811.99,,457.36,,515.2596
mc_ID_8583,"Married Male with four children, education: bachelors degree working as professional",V13er_BC,"Snack Foods from Snack Foods department, Ordered Brand : Fast","['Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",Sale Sale Sale,Deluxe,3.72 Millions,1.302 Millions,"{'Gross Weight': 30.3801, 'Net Weight': 27.3275, 'Package Weight': 3.0525}",recyclable,30K+,2149.88,1525.28,,246.89,722.6814
mc_ID_8584,"Single Female with three children, education: high school degree working as manual",T02ma_WA,"Bathroom Products from Health and Hygiene department, Ordered Brand : Bird Call","['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Save Price,Deluxe,11.04 Millions,4.6368 Millions,"{'Gross Weight': 20.9317, 'Net Weight': 16.4256, 'Package Weight': 4.5061}",recyclable,30K+,3143.84,2055.29,654.13,436.09,584.191
